"site_id","datetime","depth_m","variable","observation"
"bvre",2022-05-14,4,"Temp_C_mean",19.3036295833333
"bvre",2022-05-14,5,"Temp_C_mean",18.8765515972222
"bvre",2022-05-14,6,"Temp_C_mean",17.5402522916667
"bvre",2022-05-14,7,"Temp_C_mean",15.3653573611111
"bvre",2022-05-14,8,"Temp_C_mean",13.2459135416667
"bvre",2022-05-14,9,"Temp_C_mean",11.3949416666667
"bvre",2022-05-14,10,"Temp_C_mean",10.2593644861111
"bvre",2022-05-14,11,"Temp_C_mean",9.67340872916667
"bvre",2022-05-14,12,"Temp_C_mean",9.49831539583333
"bvre",2022-05-14,13,"Temp_C_mean",9.28305429861111
"bvre",2022-05-14,6,"DO_mgL_mean",10.0111722847222
"bvre",2022-05-14,13,"DO_mgL_mean",0
"bvre",2022-05-14,1.5,"DO_mgL_mean",9.99333333333333
"bvre",2022-05-14,1.5,"Chla_ugL_mean",6.79590279166667
"bvre",2022-05-14,1.5,"Turbidity_FNU_mean",2.47277777777778
"bvre",2022-05-14,1.5,"fDOM_QSU_mean",8.34340285416667
"bvre",2022-05-15,1,"Temp_C_mean",NA
"bvre",2022-05-15,2,"Temp_C_mean",NA
"bvre",2022-05-15,3,"Temp_C_mean",NA
"bvre",2022-05-15,4,"Temp_C_mean",20.5800571527778
"bvre",2022-05-15,5,"Temp_C_mean",19.6480832638889
"bvre",2022-05-15,6,"Temp_C_mean",17.6645190277778
"bvre",2022-05-15,7,"Temp_C_mean",15.4887143055556
"bvre",2022-05-15,8,"Temp_C_mean",13.2555434722222
"bvre",2022-05-15,9,"Temp_C_mean",11.4493965972222
"bvre",2022-05-15,10,"Temp_C_mean",10.3177680208333
"bvre",2022-05-15,11,"Temp_C_mean",9.69008402777778
"bvre",2022-05-15,12,"Temp_C_mean",9.48734010416667
"bvre",2022-05-15,13,"Temp_C_mean",9.27152425694444
"bvre",2022-05-15,6,"DO_mgL_mean",10.1127187986111
"bvre",2022-05-15,13,"DO_mgL_mean",0
"bvre",2022-05-15,1.5,"DO_mgL_mean",10.0941843971631
"bvre",2022-05-15,1.5,"Chla_ugL_mean",5.97283689361702
"bvre",2022-05-15,1.5,"Turbidity_FNU_mean",2.39517730496454
"bvre",2022-05-15,1.5,"fDOM_QSU_mean",8.12737595744681
"bvre",2022-05-16,1,"Temp_C_mean",NA
"bvre",2022-05-16,2,"Temp_C_mean",NA
"bvre",2022-05-16,3,"Temp_C_mean",NA
"bvre",2022-05-16,4,"Temp_C_mean",21.7918997222222
"bvre",2022-05-16,5,"Temp_C_mean",21.1679170138889
"bvre",2022-05-16,6,"Temp_C_mean",18.5979343055556
"bvre",2022-05-16,7,"Temp_C_mean",15.5592236805556
"bvre",2022-05-16,8,"Temp_C_mean",13.2484661111111
"bvre",2022-05-16,9,"Temp_C_mean",11.4463320833333
"bvre",2022-05-16,10,"Temp_C_mean",10.2482497638889
"bvre",2022-05-16,11,"Temp_C_mean",9.71168079861111
"bvre",2022-05-16,12,"Temp_C_mean",9.52846372222222
"bvre",2022-05-16,13,"Temp_C_mean",9.33347171527778
"bvre",2022-05-16,6,"DO_mgL_mean",10.0914050763889
"bvre",2022-05-16,13,"DO_mgL_mean",0
"bvre",2022-05-16,1.5,"DO_mgL_mean",9.82548598611111
"bvre",2022-05-16,1.5,"Chla_ugL_mean",6.02965278472222
"bvre",2022-05-16,1.5,"Turbidity_FNU_mean",2.48368055555556
"bvre",2022-05-16,1.5,"fDOM_QSU_mean",7.67944444444444
"bvre",2022-05-17,1,"Temp_C_mean",NA
"bvre",2022-05-17,2,"Temp_C_mean",NA
"bvre",2022-05-17,3,"Temp_C_mean",NA
"bvre",2022-05-17,4,"Temp_C_mean",21.4460568055556
"bvre",2022-05-17,5,"Temp_C_mean",21.16802875
"bvre",2022-05-17,6,"Temp_C_mean",19.74216375
"bvre",2022-05-17,7,"Temp_C_mean",15.6031570833333
"bvre",2022-05-17,8,"Temp_C_mean",13.3500441666667
"bvre",2022-05-17,9,"Temp_C_mean",11.4934711111111
"bvre",2022-05-17,10,"Temp_C_mean",10.2933897222222
"bvre",2022-05-17,11,"Temp_C_mean",9.71372478472222
"bvre",2022-05-17,12,"Temp_C_mean",9.53460501388889
"bvre",2022-05-17,13,"Temp_C_mean",9.33828475694444
"bvre",2022-05-17,6,"DO_mgL_mean",10.0687271458333
"bvre",2022-05-17,13,"DO_mgL_mean",0
"bvre",2022-05-17,1.5,"DO_mgL_mean",9.69777774305556
"bvre",2022-05-17,1.5,"Chla_ugL_mean",5.80041668055556
"bvre",2022-05-17,1.5,"Turbidity_FNU_mean",2.58993055555556
"bvre",2022-05-17,1.5,"fDOM_QSU_mean",7.90347222222222
"bvre",2022-05-18,1,"Temp_C_mean",NA
"bvre",2022-05-18,2,"Temp_C_mean",NA
"bvre",2022-05-18,3,"Temp_C_mean",NA
"bvre",2022-05-18,4,"Temp_C_mean",21.2750945138889
"bvre",2022-05-18,5,"Temp_C_mean",20.981541875
"bvre",2022-05-18,6,"Temp_C_mean",18.9843925
"bvre",2022-05-18,7,"Temp_C_mean",15.6399290972222
"bvre",2022-05-18,8,"Temp_C_mean",13.4017388888889
"bvre",2022-05-18,9,"Temp_C_mean",11.5408738888889
"bvre",2022-05-18,10,"Temp_C_mean",10.3233763055556
"bvre",2022-05-18,11,"Temp_C_mean",9.70907552777778
"bvre",2022-05-18,12,"Temp_C_mean",9.52331584027778
"bvre",2022-05-18,13,"Temp_C_mean",9.33063926388889
"bvre",2022-05-18,6,"DO_mgL_mean",10.6457876388889
"bvre",2022-05-18,13,"DO_mgL_mean",0
"bvre",2022-05-18,1.5,"DO_mgL_mean",9.92482513286713
"bvre",2022-05-18,1.5,"Chla_ugL_mean",6.82937064335664
"bvre",2022-05-18,1.5,"Turbidity_FNU_mean",2.69727272727273
"bvre",2022-05-18,1.5,"fDOM_QSU_mean",8.48965039160839
"bvre",2022-05-19,1,"Temp_C_mean",NA
"bvre",2022-05-19,2,"Temp_C_mean",NA
"bvre",2022-05-19,3,"Temp_C_mean",NA
"bvre",2022-05-19,4,"Temp_C_mean",22.4881422916667
"bvre",2022-05-19,5,"Temp_C_mean",22.3109278472222
"bvre",2022-05-19,6,"Temp_C_mean",20.4669538194444
"bvre",2022-05-19,7,"Temp_C_mean",15.8606794444444
"bvre",2022-05-19,8,"Temp_C_mean",13.3241197222222
"bvre",2022-05-19,9,"Temp_C_mean",11.5833519444444
"bvre",2022-05-19,10,"Temp_C_mean",10.3784677430556
"bvre",2022-05-19,11,"Temp_C_mean",9.72928629166667
"bvre",2022-05-19,12,"Temp_C_mean",9.52623326388889
"bvre",2022-05-19,13,"Temp_C_mean",9.32203567361111
"bvre",2022-05-19,6,"DO_mgL_mean",10.2105558472222
"bvre",2022-05-19,13,"DO_mgL_mean",0
"bvre",2022-05-19,1.5,"DO_mgL_mean",9.70514087323944
"bvre",2022-05-19,1.5,"Chla_ugL_mean",5.92514084507042
"bvre",2022-05-19,1.5,"Turbidity_FNU_mean",2.7462676056338
"bvre",2022-05-19,1.5,"fDOM_QSU_mean",7.91549292957747
"bvre",2022-05-20,1,"Temp_C_mean",NA
"bvre",2022-05-20,2,"Temp_C_mean",NA
"bvre",2022-05-20,3,"Temp_C_mean",NA
"bvre",2022-05-20,4,"Temp_C_mean",23.6799881944444
"bvre",2022-05-20,5,"Temp_C_mean",22.6584002777778
"bvre",2022-05-20,6,"Temp_C_mean",20.1022015277778
"bvre",2022-05-20,7,"Temp_C_mean",16.1101698611111
"bvre",2022-05-20,8,"Temp_C_mean",13.4838152777778
"bvre",2022-05-20,9,"Temp_C_mean",11.5952731944444
"bvre",2022-05-20,10,"Temp_C_mean",10.3025824930556
"bvre",2022-05-20,11,"Temp_C_mean",9.72161357638889
"bvre",2022-05-20,12,"Temp_C_mean",9.51430701388889
"bvre",2022-05-20,13,"Temp_C_mean",9.30809444444444
"bvre",2022-05-20,6,"DO_mgL_mean",10.7224302777778
"bvre",2022-05-20,13,"DO_mgL_mean",0
"bvre",2022-05-20,1.5,"DO_mgL_mean",10.0321527708333
"bvre",2022-05-20,1.5,"Chla_ugL_mean",6.99111111805556
"bvre",2022-05-20,1.5,"Turbidity_FNU_mean",2.90298611111111
"bvre",2022-05-20,1.5,"fDOM_QSU_mean",8.75097225694445
"bvre",2022-05-21,1,"Temp_C_mean",NA
"bvre",2022-05-21,2,"Temp_C_mean",NA
"bvre",2022-05-21,3,"Temp_C_mean",NA
"bvre",2022-05-21,4,"Temp_C_mean",25.0902048611111
"bvre",2022-05-21,5,"Temp_C_mean",23.7042248611111
"bvre",2022-05-21,6,"Temp_C_mean",20.6181424305556
"bvre",2022-05-21,7,"Temp_C_mean",16.4421186805556
"bvre",2022-05-21,8,"Temp_C_mean",13.4973527083333
"bvre",2022-05-21,9,"Temp_C_mean",11.6639194444444
"bvre",2022-05-21,10,"Temp_C_mean",10.3591110069444
"bvre",2022-05-21,11,"Temp_C_mean",9.71083032638889
"bvre",2022-05-21,12,"Temp_C_mean",9.51458592361111
"bvre",2022-05-21,13,"Temp_C_mean",9.30857449305556
"bvre",2022-05-21,6,"DO_mgL_mean",10.81845125
"bvre",2022-05-21,13,"DO_mgL_mean",0
"bvre",2022-05-21,1.5,"DO_mgL_mean",9.93755244755245
"bvre",2022-05-21,1.5,"Chla_ugL_mean",7.24755245454545
"bvre",2022-05-21,1.5,"Turbidity_FNU_mean",3.12286713286713
"bvre",2022-05-21,1.5,"fDOM_QSU_mean",8.6453146993007
"bvre",2022-05-22,1,"Temp_C_mean",NA
"bvre",2022-05-22,2,"Temp_C_mean",NA
"bvre",2022-05-22,3,"Temp_C_mean",NA
"bvre",2022-05-22,4,"Temp_C_mean",25.8325713194444
"bvre",2022-05-22,5,"Temp_C_mean",24.4905685416667
"bvre",2022-05-22,6,"Temp_C_mean",21.1979817361111
"bvre",2022-05-22,7,"Temp_C_mean",16.7485810416667
"bvre",2022-05-22,8,"Temp_C_mean",13.5030354861111
"bvre",2022-05-22,9,"Temp_C_mean",11.6172534722222
"bvre",2022-05-22,10,"Temp_C_mean",10.3702232152778
"bvre",2022-05-22,11,"Temp_C_mean",9.74539719444445
"bvre",2022-05-22,12,"Temp_C_mean",9.54550230555556
"bvre",2022-05-22,13,"Temp_C_mean",9.34443472222222
"bvre",2022-05-22,6,"DO_mgL_mean",10.8529094444444
"bvre",2022-05-22,13,"DO_mgL_mean",0
"bvre",2022-05-22,1.5,"DO_mgL_mean",9.85
"bvre",2022-05-22,1.5,"Chla_ugL_mean",6.86305551388889
"bvre",2022-05-22,1.5,"Turbidity_FNU_mean",3.20652777777778
"bvre",2022-05-22,1.5,"fDOM_QSU_mean",8.78388886805556
"bvre",2022-05-23,1,"Temp_C_mean",NA
"bvre",2022-05-23,2,"Temp_C_mean",NA
"bvre",2022-05-23,3,"Temp_C_mean",NA
"bvre",2022-05-23,4,"Temp_C_mean",24.2589607971014
"bvre",2022-05-23,5,"Temp_C_mean",23.9524416666667
"bvre",2022-05-23,6,"Temp_C_mean",21.4802443478261
"bvre",2022-05-23,7,"Temp_C_mean",17.0710297826087
"bvre",2022-05-23,8,"Temp_C_mean",13.5864379710145
"bvre",2022-05-23,9,"Temp_C_mean",11.6623167391304
"bvre",2022-05-23,10,"Temp_C_mean",10.3931519275362
"bvre",2022-05-23,11,"Temp_C_mean",9.73229563768116
"bvre",2022-05-23,12,"Temp_C_mean",9.54363532608696
"bvre",2022-05-23,13,"Temp_C_mean",9.34038341304348
"bvre",2022-05-23,6,"DO_mgL_mean",10.6728248062016
"bvre",2022-05-23,13,"DO_mgL_mean",0
"bvre",2022-05-23,1.5,"DO_mgL_mean",9.6023255503876
"bvre",2022-05-23,1.5,"Chla_ugL_mean",9.18128572857143
"bvre",2022-05-23,1.5,"Turbidity_FNU_mean",3.43956834532374
"bvre",2022-05-23,1.5,"fDOM_QSU_mean",9.47485712857143
"bvre",2022-05-24,1,"Temp_C_mean",NA
"bvre",2022-05-24,2,"Temp_C_mean",NA
"bvre",2022-05-24,3,"Temp_C_mean",NA
"bvre",2022-05-24,4,"Temp_C_mean",21.7928184027778
"bvre",2022-05-24,5,"Temp_C_mean",21.7711885416667
"bvre",2022-05-24,6,"Temp_C_mean",20.9973877777778
"bvre",2022-05-24,7,"Temp_C_mean",17.4919284722222
"bvre",2022-05-24,8,"Temp_C_mean",13.5688897222222
"bvre",2022-05-24,9,"Temp_C_mean",11.6617260416667
"bvre",2022-05-24,10,"Temp_C_mean",10.3760562291667
"bvre",2022-05-24,11,"Temp_C_mean",9.72437796527778
"bvre",2022-05-24,12,"Temp_C_mean",9.5218514375
"bvre",2022-05-24,13,"Temp_C_mean",9.31971885416667
"bvre",2022-05-24,6,"DO_mgL_mean",9.48407540972222
"bvre",2022-05-24,13,"DO_mgL_mean",0
"bvre",2022-05-24,1.5,"DO_mgL_mean",9.45979025174825
"bvre",2022-05-24,1.5,"Chla_ugL_mean",10.444965027972
"bvre",2022-05-24,1.5,"Turbidity_FNU_mean",3.75055944055944
"bvre",2022-05-24,1.5,"fDOM_QSU_mean",9.56419583216783
"bvre",2022-05-25,1,"Temp_C_mean",NA
"bvre",2022-05-25,2,"Temp_C_mean",NA
"bvre",2022-05-25,3,"Temp_C_mean",NA
"bvre",2022-05-25,4,"Temp_C_mean",20.8701143055556
"bvre",2022-05-25,5,"Temp_C_mean",20.7136041666667
"bvre",2022-05-25,6,"Temp_C_mean",19.9568613194444
"bvre",2022-05-25,7,"Temp_C_mean",17.6951730555556
"bvre",2022-05-25,8,"Temp_C_mean",13.6543615972222
"bvre",2022-05-25,9,"Temp_C_mean",11.63048125
"bvre",2022-05-25,10,"Temp_C_mean",10.3742773611111
"bvre",2022-05-25,11,"Temp_C_mean",9.73820132638889
"bvre",2022-05-25,12,"Temp_C_mean",9.51306830555555
"bvre",2022-05-25,13,"Temp_C_mean",9.26226876388889
"bvre",2022-05-25,6,"DO_mgL_mean",7.9270025625
"bvre",2022-05-25,13,"DO_mgL_mean",0
"bvre",2022-05-25,1.5,"DO_mgL_mean",9.31451382638889
"bvre",2022-05-25,1.5,"Chla_ugL_mean",11.6766666736111
"bvre",2022-05-25,1.5,"Turbidity_FNU_mean",4.64673611111111
"bvre",2022-05-25,1.5,"fDOM_QSU_mean",10.6542360972222
"bvre",2022-05-26,1,"Temp_C_mean",NA
"bvre",2022-05-26,2,"Temp_C_mean",NA
"bvre",2022-05-26,3,"Temp_C_mean",NA
"bvre",2022-05-26,4,"Temp_C_mean",19.7572184722222
"bvre",2022-05-26,5,"Temp_C_mean",19.7293228472222
"bvre",2022-05-26,6,"Temp_C_mean",19.5302545138889
"bvre",2022-05-26,7,"Temp_C_mean",18.0150766666667
"bvre",2022-05-26,8,"Temp_C_mean",13.6851391666667
"bvre",2022-05-26,9,"Temp_C_mean",11.6838570138889
"bvre",2022-05-26,10,"Temp_C_mean",10.3856161111111
"bvre",2022-05-26,11,"Temp_C_mean",9.71099134722222
"bvre",2022-05-26,12,"Temp_C_mean",9.49817379166667
"bvre",2022-05-26,13,"Temp_C_mean",9.25988896527778
"bvre",2022-05-26,6,"DO_mgL_mean",8.1280215
"bvre",2022-05-26,13,"DO_mgL_mean",0
"bvre",2022-05-26,1.5,"DO_mgL_mean",8.86951053846154
"bvre",2022-05-26,1.5,"Chla_ugL_mean",10.8465034685315
"bvre",2022-05-26,1.5,"Turbidity_FNU_mean",5.06979020979021
"bvre",2022-05-26,1.5,"fDOM_QSU_mean",11.9190909090909
"bvre",2022-05-27,1,"Temp_C_mean",NA
"bvre",2022-05-27,2,"Temp_C_mean",NA
"bvre",2022-05-27,3,"Temp_C_mean",NA
"bvre",2022-05-27,4,"Temp_C_mean",20.2141995138889
"bvre",2022-05-27,5,"Temp_C_mean",20.0052716666667
"bvre",2022-05-27,6,"Temp_C_mean",19.6367752083333
"bvre",2022-05-27,7,"Temp_C_mean",18.3371128472222
"bvre",2022-05-27,8,"Temp_C_mean",13.9641181944444
"bvre",2022-05-27,9,"Temp_C_mean",11.8009458333333
"bvre",2022-05-27,10,"Temp_C_mean",10.4852114027778
"bvre",2022-05-27,11,"Temp_C_mean",9.76598463194444
"bvre",2022-05-27,12,"Temp_C_mean",9.52168788888889
"bvre",2022-05-27,13,"Temp_C_mean",9.27537049305556
"bvre",2022-05-27,6,"DO_mgL_mean",8.99014722916667
"bvre",2022-05-27,13,"DO_mgL_mean",0
"bvre",2022-05-27,1.5,"DO_mgL_mean",9.40555554166667
"bvre",2022-05-27,1.5,"Chla_ugL_mean",10.33152775
"bvre",2022-05-27,1.5,"Turbidity_FNU_mean",4.88347222222222
"bvre",2022-05-27,1.5,"fDOM_QSU_mean",11.04902775
"bvre",2022-05-28,1,"Temp_C_mean",NA
"bvre",2022-05-28,2,"Temp_C_mean",NA
"bvre",2022-05-28,3,"Temp_C_mean",NA
"bvre",2022-05-28,4,"Temp_C_mean",21.1657290277778
"bvre",2022-05-28,5,"Temp_C_mean",20.8831016666667
"bvre",2022-05-28,6,"Temp_C_mean",20.1472711805556
"bvre",2022-05-28,7,"Temp_C_mean",18.4365770833333
"bvre",2022-05-28,8,"Temp_C_mean",13.9042752777778
"bvre",2022-05-28,9,"Temp_C_mean",11.76536
"bvre",2022-05-28,10,"Temp_C_mean",10.4546225069444
"bvre",2022-05-28,11,"Temp_C_mean",9.8431360625
"bvre",2022-05-28,12,"Temp_C_mean",9.6127743125
"bvre",2022-05-28,13,"Temp_C_mean",9.41491571527778
"bvre",2022-05-28,6,"DO_mgL_mean",9.1041948125
"bvre",2022-05-28,13,"DO_mgL_mean",0
"bvre",2022-05-28,1.5,"DO_mgL_mean",9.65111110416667
"bvre",2022-05-28,1.5,"Chla_ugL_mean",9.95409722916667
"bvre",2022-05-28,1.5,"Turbidity_FNU_mean",4.85166666666667
"bvre",2022-05-28,1.5,"fDOM_QSU_mean",10.0892361041667
"bvre",2022-05-29,1,"Temp_C_mean",NA
"bvre",2022-05-29,2,"Temp_C_mean",NA
"bvre",2022-05-29,3,"Temp_C_mean",NA
"bvre",2022-05-29,4,"Temp_C_mean",21.7563668055556
"bvre",2022-05-29,5,"Temp_C_mean",20.7276838194444
"bvre",2022-05-29,6,"Temp_C_mean",19.7916875
"bvre",2022-05-29,7,"Temp_C_mean",18.2250908333333
"bvre",2022-05-29,8,"Temp_C_mean",14.1627302083333
"bvre",2022-05-29,9,"Temp_C_mean",11.8168816666667
"bvre",2022-05-29,10,"Temp_C_mean",10.4519325763889
"bvre",2022-05-29,11,"Temp_C_mean",9.81843126388889
"bvre",2022-05-29,12,"Temp_C_mean",9.61969886805556
"bvre",2022-05-29,13,"Temp_C_mean",9.42199261805556
"bvre",2022-05-29,6,"DO_mgL_mean",8.94918906944445
"bvre",2022-05-29,13,"DO_mgL_mean",0
"bvre",2022-05-29,1.5,"DO_mgL_mean",10.1853846153846
"bvre",2022-05-29,1.5,"Chla_ugL_mean",12.4175524475524
"bvre",2022-05-29,1.5,"Turbidity_FNU_mean",5.04335664335664
"bvre",2022-05-29,1.5,"fDOM_QSU_mean",11.2942657342657
"bvre",2022-05-30,1,"Temp_C_mean",NA
"bvre",2022-05-30,2,"Temp_C_mean",NA
"bvre",2022-05-30,3,"Temp_C_mean",NA
"bvre",2022-05-30,4,"Temp_C_mean",23.6377350694444
"bvre",2022-05-30,5,"Temp_C_mean",21.2493376388889
"bvre",2022-05-30,6,"Temp_C_mean",19.8265486805556
"bvre",2022-05-30,7,"Temp_C_mean",18.4467183333333
"bvre",2022-05-30,8,"Temp_C_mean",14.18635375
"bvre",2022-05-30,9,"Temp_C_mean",11.8313767361111
"bvre",2022-05-30,10,"Temp_C_mean",10.4447013194444
"bvre",2022-05-30,11,"Temp_C_mean",9.80095509027778
"bvre",2022-05-30,12,"Temp_C_mean",9.60974798611111
"bvre",2022-05-30,13,"Temp_C_mean",9.4197335
"bvre",2022-05-30,6,"DO_mgL_mean",9.136059375
"bvre",2022-05-30,13,"DO_mgL_mean",0
"bvre",2022-05-30,1.5,"DO_mgL_mean",11.0173611111111
"bvre",2022-05-30,1.5,"Chla_ugL_mean",12.0752083263889
"bvre",2022-05-30,1.5,"Turbidity_FNU_mean",5.41284722222222
"bvre",2022-05-30,1.5,"fDOM_QSU_mean",12.6695833333333
"bvre",2022-05-31,1,"Temp_C_mean",NA
"bvre",2022-05-31,2,"Temp_C_mean",NA
"bvre",2022-05-31,3,"Temp_C_mean",NA
"bvre",2022-05-31,4,"Temp_C_mean",26.1580669444444
"bvre",2022-05-31,5,"Temp_C_mean",22.8329871527778
"bvre",2022-05-31,6,"Temp_C_mean",20.1003068055556
"bvre",2022-05-31,7,"Temp_C_mean",18.5013858333333
"bvre",2022-05-31,8,"Temp_C_mean",14.32442
"bvre",2022-05-31,9,"Temp_C_mean",11.8290799305556
"bvre",2022-05-31,10,"Temp_C_mean",10.4456177777778
"bvre",2022-05-31,11,"Temp_C_mean",9.81712259027778
"bvre",2022-05-31,12,"Temp_C_mean",9.6036041875
"bvre",2022-05-31,13,"Temp_C_mean",9.39486990277778
"bvre",2022-05-31,6,"DO_mgL_mean",9.71656645138889
"bvre",2022-05-31,13,"DO_mgL_mean",0
"bvre",2022-05-31,1.5,"DO_mgL_mean",11.1783332916667
"bvre",2022-05-31,1.5,"Chla_ugL_mean",9.78798611805555
"bvre",2022-05-31,1.5,"Turbidity_FNU_mean",5.32875
"bvre",2022-05-31,1.5,"fDOM_QSU_mean",12.2003472013889
"bvre",2022-06-01,1,"Temp_C_mean",NA
"bvre",2022-06-01,2,"Temp_C_mean",NA
"bvre",2022-06-01,3,"Temp_C_mean",NA
"bvre",2022-06-01,4,"Temp_C_mean",27.6118243055556
"bvre",2022-06-01,5,"Temp_C_mean",24.0412718055556
"bvre",2022-06-01,6,"Temp_C_mean",20.3485423611111
"bvre",2022-06-01,7,"Temp_C_mean",18.5969552777778
"bvre",2022-06-01,8,"Temp_C_mean",14.3596954166667
"bvre",2022-06-01,9,"Temp_C_mean",11.8615358333333
"bvre",2022-06-01,10,"Temp_C_mean",10.4964549305556
"bvre",2022-06-01,11,"Temp_C_mean",9.81854361111111
"bvre",2022-06-01,12,"Temp_C_mean",9.60692748611111
"bvre",2022-06-01,13,"Temp_C_mean",9.37950413194444
"bvre",2022-06-01,6,"DO_mgL_mean",10.1770508541667
"bvre",2022-06-01,13,"DO_mgL_mean",0
"bvre",2022-06-01,1.5,"DO_mgL_mean",11.7504166805556
"bvre",2022-06-01,1.5,"Chla_ugL_mean",9.167361125
"bvre",2022-06-01,1.5,"Turbidity_FNU_mean",5.69833333333333
"bvre",2022-06-01,1.5,"fDOM_QSU_mean",13.2138194375
"bvre",2022-06-02,1,"Temp_C_mean",NA
"bvre",2022-06-02,2,"Temp_C_mean",NA
"bvre",2022-06-02,3,"Temp_C_mean",NA
"bvre",2022-06-02,4,"Temp_C_mean",27.63625375
"bvre",2022-06-02,5,"Temp_C_mean",26.5979563194444
"bvre",2022-06-02,6,"Temp_C_mean",20.6875522222222
"bvre",2022-06-02,7,"Temp_C_mean",18.7163532638889
"bvre",2022-06-02,8,"Temp_C_mean",14.4798497916667
"bvre",2022-06-02,9,"Temp_C_mean",11.8653990972222
"bvre",2022-06-02,10,"Temp_C_mean",10.51425375
"bvre",2022-06-02,11,"Temp_C_mean",9.83536509027778
"bvre",2022-06-02,12,"Temp_C_mean",9.60535076388889
"bvre",2022-06-02,13,"Temp_C_mean",9.38068623611111
"bvre",2022-06-02,6,"DO_mgL_mean",10.7701826388889
"bvre",2022-06-02,13,"DO_mgL_mean",0
"bvre",2022-06-02,1.5,"DO_mgL_mean",10.8987412307692
"bvre",2022-06-02,1.5,"Chla_ugL_mean",7.01755244055944
"bvre",2022-06-02,1.5,"Turbidity_FNU_mean",5.54006993006993
"bvre",2022-06-02,1.5,"fDOM_QSU_mean",11.335034965035
"bvre",2022-06-03,1,"Temp_C_mean",NA
"bvre",2022-06-03,2,"Temp_C_mean",NA
"bvre",2022-06-03,3,"Temp_C_mean",NA
"bvre",2022-06-03,4,"Temp_C_mean",26.1740815277778
"bvre",2022-06-03,5,"Temp_C_mean",26.0862136805556
"bvre",2022-06-03,6,"Temp_C_mean",21.0900761111111
"bvre",2022-06-03,7,"Temp_C_mean",18.8020102777778
"bvre",2022-06-03,8,"Temp_C_mean",14.5827374305556
"bvre",2022-06-03,9,"Temp_C_mean",11.8871368055556
"bvre",2022-06-03,10,"Temp_C_mean",10.5417915277778
"bvre",2022-06-03,11,"Temp_C_mean",9.82641102777778
"bvre",2022-06-03,12,"Temp_C_mean",9.59320343055555
"bvre",2022-06-03,13,"Temp_C_mean",9.37063810416667
"bvre",2022-06-03,6,"DO_mgL_mean",11.1527530555556
"bvre",2022-06-03,13,"DO_mgL_mean",0
"bvre",2022-06-03,1.5,"DO_mgL_mean",9.2989511048951
"bvre",2022-06-03,1.5,"Chla_ugL_mean",7.38454545454545
"bvre",2022-06-03,1.5,"Turbidity_FNU_mean",5.30041958041958
"bvre",2022-06-03,1.5,"fDOM_QSU_mean",8.71951046153846
"bvre",2022-06-04,1,"Temp_C_mean",NA
"bvre",2022-06-04,2,"Temp_C_mean",NA
"bvre",2022-06-04,3,"Temp_C_mean",NA
"bvre",2022-06-04,4,"Temp_C_mean",25.4378306944444
"bvre",2022-06-04,5,"Temp_C_mean",24.7593968055556
"bvre",2022-06-04,6,"Temp_C_mean",21.4418436111111
"bvre",2022-06-04,7,"Temp_C_mean",18.9504995833333
"bvre",2022-06-04,8,"Temp_C_mean",14.8320197916667
"bvre",2022-06-04,9,"Temp_C_mean",11.8949694444444
"bvre",2022-06-04,10,"Temp_C_mean",10.5258439583333
"bvre",2022-06-04,11,"Temp_C_mean",9.82000302083333
"bvre",2022-06-04,12,"Temp_C_mean",9.59510044444444
"bvre",2022-06-04,13,"Temp_C_mean",9.35310577083333
"bvre",2022-06-04,6,"DO_mgL_mean",11.80299125
"bvre",2022-06-04,13,"DO_mgL_mean",0
"bvre",2022-06-04,1.5,"DO_mgL_mean",10.8281118881119
"bvre",2022-06-04,1.5,"Chla_ugL_mean",8.1870629020979
"bvre",2022-06-04,1.5,"Turbidity_FNU_mean",6.91048951048951
"bvre",2022-06-04,1.5,"fDOM_QSU_mean",11.2108391468531
"bvre",2022-06-05,1,"Temp_C_mean",NA
"bvre",2022-06-05,2,"Temp_C_mean",NA
"bvre",2022-06-05,3,"Temp_C_mean",NA
"bvre",2022-06-05,4,"Temp_C_mean",24.9510648611111
"bvre",2022-06-05,5,"Temp_C_mean",24.5186136805556
"bvre",2022-06-05,6,"Temp_C_mean",22.0655569444444
"bvre",2022-06-05,7,"Temp_C_mean",19.0875514583333
"bvre",2022-06-05,8,"Temp_C_mean",14.8641593055556
"bvre",2022-06-05,9,"Temp_C_mean",11.9466918055556
"bvre",2022-06-05,10,"Temp_C_mean",10.5634101388889
"bvre",2022-06-05,11,"Temp_C_mean",9.8356140625
"bvre",2022-06-05,12,"Temp_C_mean",9.59013557638889
"bvre",2022-06-05,13,"Temp_C_mean",9.34074853472222
"bvre",2022-06-05,6,"DO_mgL_mean",12.34837125
"bvre",2022-06-05,13,"DO_mgL_mean",0
"bvre",2022-06-05,1.5,"DO_mgL_mean",11.3347916666667
"bvre",2022-06-05,1.5,"Chla_ugL_mean",8.22506944444445
"bvre",2022-06-05,1.5,"Turbidity_FNU_mean",7.71090275694444
"bvre",2022-06-05,1.5,"fDOM_QSU_mean",11.3672916527778
"bvre",2022-06-06,1,"Temp_C_mean",NA
"bvre",2022-06-06,2,"Temp_C_mean",NA
"bvre",2022-06-06,3,"Temp_C_mean",NA
"bvre",2022-06-06,4,"Temp_C_mean",24.6879925694444
"bvre",2022-06-06,5,"Temp_C_mean",24.3546938194444
